"ID","AREA","NAME","TYPE","SUMMARY","ADDRESS","TEL","PAYEX","SERVICETIME","TW97X","TW97Y","TOTALCAR","TOTALMOTOR","TOTALBIKE"
"050049","新莊區","智富停車場","2","平面式臨時路外停車場","新莊區中原路295號對面，中富路與中智街交叉口","2231-6406","小型車計時每小時40元;小型車月租每月4000元;","0~24時","295345","2771907.5","149","0",""
"060050","新店區","寶橋停車場","2","平面式臨時路外停車場","新店區寶橋路188號對面","8911-7056","小型車計時每小時30元;小型車月租每月3500元;","0~24時","305500","2763467.5","49","0",""
"060004","新店區","台灣國際開發事業有限公司寶橋停車場","1","立體式都市計畫停車場","新店區寶橋路10號","29161742","小型車計時每小時20元;小型車月租每月4000元;","0~24時","305155.5","2763110.5","482","0",""
"090022","三峽區","宏丞停車場","2","平面式臨時路外停車場","三峽區大觀路23號旁","2674-0242；0936951980","小型車月租每月2500元;","0~24時","287845.568","2759776.433","41","0",""
"010086","板橋區","遠東資源開發股份有限公司遠東路1號營業所停車場","2","立體式建築附設停車空間","板橋區遠東路1號地下一層","7741-5000#583","機車計時每小時10元;小型車計時每小時30元;","7:00至23:00","296147","2765704","75","41",""
"060052","新店區","大豐社福館附設停車場","2","立體式建築附設停車空間","新店區民族路110號B1","2218-5001#101、100(晚)","小型車月租每月4000元;","8:00至21:00","304337","2763399","27","0",""
"140010","蘆洲區","新北市立鷺江國民中學地下停車場","1","立體式建築附設停車空間","蘆洲區長興路300號B2、B3","8286-1056","小型車計時每小時20元;小型車月租每月4000元;小型車月租每月2000元;小型車月租每月2000元;","0~24時","296558","2775998.5","200","0",""
"050052","新莊區","百客達停車場","2","平面式臨時路外停車場","新莊區中平路377巷","8993-7669","小型車月租每月2800元;小型車月租每月2500元;小型車計時每小時20元;","0~24時","294759","2771680.5","100","0",""
"160003","泰山區","新北市泰山區楓樹腳公園地下停車場","1","立體式建築附設停車空間","泰山區楓江路26巷20號B2、B3","2900-7163","小型車計時每小時20元;小型車月租每月4000元;小型車月租每月2000元;小型車月租每月2000元;","0~24時","293777","2772590.5","382","0",""
"230012","八里區","文心停車場","2","平面式臨時路外停車場","八里區大崁里4鄰賢三街83號","2610-1897","小型車計次每次100元;","10~22時","293130.5","2783696","28","0",""
"050052","新莊區","百客達停車場","2","平面式臨時路外停車場","新莊區中平路377巷17弄","8993-7669","小型車月租每月2500元;","0~24時","294759","2771680.5","17","0",""
"230016","八里區","觀海停車場","2","平面式臨時路外停車場","八里區觀海大道","2619-3652","小型車計次每次100元;","8~22時","292970","2783766","26","0",""
"230001","八里區","八里區第一立體停車場","1","立體式都市計畫停車場","八里區舊城路12號","2619-5268,86302707","小型車計時每小時20元;小型車月租每月4000元;","0~24時","290345","2782098","220","0",""
"060055","新店區","綠灣會館停車場","2","立體式建築附設停車空間","新店區安祥路75號B1","2200-8299；2200-8088","小型車計時每小時20元;","8時至22時","298915.5","2761700.5","65","0",""
"060058","新店區","新和活動中心附設停車場","2","立體式建築附設停車空間","新店區新和街109號B1","2943-7602","小型車月租每月3000元;小型車月租每月2000元;","0~24時","302155.5","2764302","12","0",""
"060057","新店區","稚達停車場(二)","2","平面式臨時路外停車場","新店區安光路15巷1號旁","0939787189",";","0~24時","301599.5","2761816.5","29","0",""
"010090","板橋區","新北市大遠百停車場","2","立體式建築附設停車空間","板橋區新站路28號B2、B3、B4","7705-4168","小型車計時每小時60元;機車計次每次30元;","8:00~3:00","297097.5","2767342.5","610","1582",""
"180001","深坑區","深坑公有立體停車場","1","立體式-塔臺多目標附建停車場","深坑區北深路2段192號","2662-4110(停車場)、2561-4400(廠商)","小型車計時每小時30元;小型車月租每月6000元;","0~24時","311922","2766152","280","0",""
"010091","板橋區","金板神大樓地下停車場","2","立體式建築附設停車空間","板橋區南雅東路20-6號B2","0932241641；0988018105","小型車計時每小時30元;小型車月租每月2600元;","15時~24時","295886","2766560.5","20","0",""
"280008","萬里區","萬里區商業文教綜合大樓地下停車場","2","立體式建築附設停車空間","萬里區瑪鍊路221號","2492-2064#312","小型車月租每月1000元;","0~24時","319522.5","2785872","18","0",""
"090007","三峽區","中園國民小學B1停車場","2","立體式建築附設停車空間","三峽區大同路222巷22弄2號","8671-2590#235","小型車計次每次120元;小型車月租每月8000元;","0~24時","287083","2757848","28","0",""
"050057","新莊區","新莊中原二停車場","2","平面式臨時路外停車場","新莊區中原路255號對面","2231-6406","小型車計時每小時40元;小型車月租每月4000元;","0~24時","295281","2771881","41","0",""
"280007","萬里區","萬里行政大樓B1停車場","2","立體式建築附設停車空間","萬里區瑪鍊路123號B1","2492-2064","小型車計時每小時20元;小型車月租每月1000元;","0~24時","319467","2785713.5","35","0",""
"010092","板橋區","高爾富停車場","2","平面式臨時路外停車場","板橋區遠東路1號後方空地","7738-9988","小型車計時每小時20元;","0~24時","295829.5","2765664","98","0",""
"040006","永和區","秀朗樂活停車場","1","立體式多目標附建停車場","永和區民權路1號B1-B3","2941-4087","小型車計時每小時20元;小型車月租每月4000元;","0~24時","302646","2765772.5","760","0",""
"130027","土城區","嵿埔之星科技廣場停車場","2","立體式建築附設停車空間","土城區中央路四段51號","2268-2243","小型車計時每小時20元;小型車月租每月2500元;","0~24時","292370","2761369.5","196","0",""
"060062","新店區","安德停車場","2","平面式臨時路外停車場","新店區安德街139號旁","0938919191","小型車月租每月1500元;","0~24時","301375","2761443.5","68","0",""
"060063","新店區","新店區中國城停車場","2","平面式臨時路外停車場","新店區玫瑰段富貴街9巷","2945-5131","小型車月租每月2000元;","0~24時","300136","2760015","32","0",""
"130049","土城區","Times裕民路停車場","2","平面式臨時路外停車場","土城區中央路一段72號對面","0800888924","小型車計時每小時40元;小型車月租每月4500元;","0~24時","295190.686292366","2764627.20778884","48","0",""
"030051","中和區","齊揚停車場","2","平面式建築附設停車空間","中和區興南路二段131-2號","2948-4415","小型車計時每小時20元;小型車月租每月4000元;","0~24時","301002.5","2764097.5","34","0",""
"020086","三重區","中興一停車場","2","平面式臨時路外停車場","三重區重新路四段244巷與214巷5弄交叉口","8522-0268","小型車月租每月3000元;","0~24時","299173.8","2771805","33","0",""
"020085","三重區","中興二停車場","2","平面式臨時路外停車場","三重區重新路四段244巷與214巷5弄交叉口","8522-0268","小型車月租每月3000元;","0~24時","299124.5","2771798","17","0",""
"040026","永和區","双和停車場","2","平面式臨時路外停車場","永和區中和路305巷口西側旁空地","0937427601","機車計時每小時10元;小型車計時每小時40元;機車月租每月1000元;小型車月租每月3000元;","0~24時","301141.5","2765880.5","56","62",""
"030044","中和區","齊一停車場","2","立體式建築附設停車空間","中和區員富里中山路三段114巷7號B1","2221-6020","小型車計時半小時25元;小型車計時每小時50元;小型車月租每月4000元;","0~24時","298001.5","2766739.5","131","0",""
"040035","永和區","北城B2F、B5F停車場","2","立體式建築附設停車空間","永和區民權路53號B2及B5","2945-5131","小型車月租每月3500元;","0~24時","302474.5","2765526","145","0",""
"060065","新店區","安德停車場","2","平面式臨時路外停車場","新店區安德街60巷旁","0937820492","小型車計時每小時20元;小型車月租每月2000元;","0~24時","301550.3","2761697","88","0",""
"060011","新店區","新店區安和公園臨時平面停車場","1","平面式都市計畫停車場","新店區安和路二段141號旁","2231-6406,2212-5734","小型車計時每小時20元;小型車月租每月4000元;","0~24時","302368","2762980.5","67","0",""
"140003","蘆洲區","蘆洲中山機械停車場","1","立體式-塔臺都市計畫停車場","蘆洲區得勝街107號","8285-3653","小型車月租每月4000元;小型車計時每小時20元;","0~24時","297711","2775104","268","0",""
"050069","新莊區","Times寶雅新莊停車場","2","平面式建築附設停車空間","龍安路252號、252-1號、252-2號、252-3號、252-5號","8952-6663","小型車計時每小時50元;小型車計次每次400元;","0~24時","292507.1","2768018","23","0",""
"030092","中和區","永年停車場","2","平面式臨時路外停車場","中和區華順街52號右側","8952-6663","小型車月租每月2000元;","0~24時","297046.7","2765726","120","0",""
"110013","汐止區","金龍公有停車場","2","立體式多目標附建停車場","汐止區中興路250號B1","2695-4118","小型車計時每小時20元;小型車月租每月4000元;","0~24時","313522.5","2773497.5","43","0",""
"270004","金山區","金美停車場","2","平面式臨時路外停車場","金山區忠孝一路70號(對面)","2498-4018","小型車月租每月2500元;小型車計次平日50元/次;小型車計次每次80元;","6~19時","314177.7","2790365","70","0",""
"100025","淡水區","Times淡水原德路停車場","2","平面式臨時路外停車場","淡水區原德路8號旁","0800888924","小型車計時每小時100元;小型車月租每月5000元;","0~24時","294574.4","2784858","8","0",""
"030031","中和區","中和復興大樓地下停車場","1","立體式-機械多目標附建停車場","中和區南山路236號B1-B2樓","8941-8449","小型車計時每小時20元;小型車月租每月4000元;","0~24時","301147.5","2764715.5","70","0",""
"030003","中和區","中和秀山公園地下停車場","1","立體式多目標附建停車場","中和區自立路15巷12號B1及B2","29479212","小型車計時每小時20元;小型車月租每月4000元;","0~24時","302845.5","2765386","404","95",""
"100002","淡水區","新北市淡水區水碓立體停車場","1","立體式都市計畫停車場","淡水區中山北路一段189號","2629-9412","小型車計時每小時20元;小型車月租每月4000元;","0~24時","294726.5","2785624.5","446","0",""
"160002","泰山區","泰山區義學立體停車場","1","立體式都市計畫停車場","泰山區明志路二段188號","8531-6494","小型車計時每小時20元;小型車月租每月2000元;機車免費免費;","0~24時","293099.5","2771290","566","42",""
"220002","石門區","生活家富基漁港臨時停車場","2","平面式多目標附建停車場","石門區富基里楓林15-16號旁","26381367","小型車計次每次60元;","0~24時","303866.5","2798141","165","0",""
"040020","永和區","寶座停車場","2","平面式臨時路外停車場","新北市永和區仁愛路306巷75號","2928-2104","小型車月租每月3000元;","0~24時","300845","2766847","64","0",""
"050004","新莊區","新北市新莊區四維立體停車場","1","立體式-機械都市計畫停車場","新莊區四維路95號","8201-0871、2201-1139","小型車計時每小時20元;小型車月租每月4000元;","0~24時","292749","2768495","240","0",""
"010039","板橋區","臺北紙廠停車場","1","平面式臨時路外停車場","板橋區大觀路二段28號","2275-1494","小型車計時每小時20元;小型車月租每月4000元;機車計次每次10元;機車月租每月120元;","0~24時","295054","2766183.5","210","153",""
"110014","汐止區","忠厚市場地下停車場","2","立體式多目標附建停車場","汐止區樟樹一路137巷26號B1","2643-7872","小型車計時每小時20元;小型車月租每月4000元;","0~24時","314658.5","2773238.5","73","0",""
"070017","樹林區","三多國民中學停車場","2","立體式建築附設停車空間","樹林區三多路101號","8688-1501","小型車月租每月2500元;","0~24時","291857","2766463","42","0",""
"040036","永和區","新店溪福和橋區停車場","2","平面式臨時路外停車場","永和區福和橋下福和運動公園旁高灘地","02-8921-2104","小型車計時每小時20元;機車免費免費;","0~24時","303329.3","2766464","277","363",""
"010034","板橋區","新店溪華江堤外區停車場","2","平面式臨時路外停車場","板橋區華江橋下至光復水門內高灘地","2788-8750","小型車計時每小時20元;大型車計時每小時40元;小型車月租每月4000元;大型車月租每月8000元;機車免費免費;","0~24時","298625","2769710.5","546","334",""
"060068","新店區","新店溪萊茵區停車場","2","平面式臨時路外停車場","新店區中安大橋下萊茵區高灘地","2788-7705","小型車計時每小時20元;小型車月租每月4000元;","0~24時","302744.8","2763805","163","0",""
"040037","永和區","新店溪綠光河岸區停車場","2","平面式臨時路外停車場","永和區中正橋下綠光河岸區高灘地","2788-8750","小型車計時每小時20元;小型車月租每月4000元;","0~24時","302098","2767965","257","0",""
"060047","新店區","新店溪親情河濱公園區停車場","2","平面式臨時路外停車場","新店區親情河濱公園區高灘地","2788-7705","小型車計時每小時20元;小型車月租每月4000元;","0~24時","304112.5","2762073.5","152","0",""
"070028","樹林區","樹林大安收費停車場","2","立體式建築附設停車空間","樹林區大安路118號","2542-0001","小型車計時每小時30元;小型車月租每月3000元;","0~24時","292501.3","2765461","412","0",""
"030094","中和區","Times 土城青雲路停車場","2","立體式建築附設停車空間","中和區立德街73號地下一、二樓","2228-8613","小型車計時每小時50元;小型車月租每月6000 元;","0~24時","299147.8","2766742","171","0",""
"050026","新莊區","明日之星收費停車場","1","立體式-機械建築附設停車空間","新莊區中正路514巷99號","2908-9999","小型車計時每小時30元;小型車月租每月3500元;","0~24時","293480","2769661","76","0",""
"030093","中和區","Times中和黃帽汽車百貨停車場","2","立體式建築附設停車空間","新北市中和區建康路120號2樓","2504-6098",";","0~24時","299317.2","2765885","21","0",""
"030096","中和區","安平停車場","2","立體式建築附設停車空間","新北市中和區安平路109號地下1樓","2986-9257","小型車計時每小時30元;小型車月租每月5000元;","0~24時","301634.7","2765624","27","0",""
"060069","新店區","永昌停車場","2","平面式臨時路外停車場","新店區寶高路120巷3弄口","02-86615716","小型車月租每月4000元;","0~24時","306001.7","2763209","31","0",""
"050079","新莊區","成功停車場","2","平面式臨時路外停車場","新莊區成功街202號旁","0980475645","小型車月租每月1500元;","0~24時","292543.3","2767870","41","0",""
"010033","板橋區","英士路平面停車場","1","平面式臨時路外停車場","板橋區新海路135巷口(北基加油站前)","","小型車月租每月2400元;","0~24時","296442","2768515.5","23","0",""
"110045","汐止區","雍和台北園區收費停車場","2","立體式建築附設停車空間","新北市汐止區南陽街185~213號B1","2692-7006","小型車計時每小時20元;小型車月租每月3000元;","8~24時","313131.4","2772395","184","0",""
"050058","新莊區","新莊中原三停車場","2","平面式臨時路外停車場","新莊區中原路247號對面","2231-6406","小型車計時每小時30元;小型車月租每月4000元;","0~24時","295208.5","2771891.5","29","0",""
"060071","新店區","新北市立圖書館捷運新店線大坪林站(捷六)新天地大樓B2停車場","2","立體式建築附設停車空間","新北市新店區北新路3段105巷2號B2","2918-3181#10","小型車月租每月4000元;","0~24時","304616.5","2763924","15","0",""
"100021","淡水區","中山停車場","2","平面式臨時路外停車場","淡水區中山路148號之1","2736-1313","小型車計時每小時40元;小型車計時每小時80元;機車計次每次30元;","0~24時","294483.5","2784853","28","34",""
"020095","三重區","Times三重三信路停車場","2","平面式臨時路外停車場","三重區三信路126號左旁","0800888924","小型車計時每小時80元;小型車月租每月5000元;","0~24時","299392.5","2775590","22","0",""
"010041","板橋區","新北市立中山國民中學附設停車場","2","立體式多目標附建停車場","板橋區文化路一段188巷56號","2250-8250#238","小型車月租每月1000元;小型車月租每月3000元;機車免費免費;","19~6時","297189","2767890","101","86",""
"060072","新店區","公有碧潭零售市場附設停車場","2","立體式-機械建築附設停車空間","新北市新店區新店路159號B1","2914-3391","小型車計時每小時40元;小型車月租每月3000元;","0~24時","304223.8","2760934","15","0",""
"020097","三重區","林辰豫","2","平面式臨時路外停車場","三重區三信路126號左旁","0800888924","小型車計時每小時80元;小型車月租每月5000元;","0~24時","299502.5","2775725","70","0",""
"020096","三重區","五華國小停車場","2","","三重區集賢路89號","0939054138","小型車計時每小時20元;小型車月租每月4000元;","0~24時","299772.9","2775491","96","0",""
"050082","新莊區","新莊區中正停車場","1","平面式臨時路外停車場","新莊區中正路621號","2505-4325","小型車計時每小時60元;小型車月租每月6000元;","0~24時","293528.1","2769324","168","0",""
"060073","新店區","統帥工業區停車場","2","立體式建築附設停車空間","新店區寶興段45巷C區地下室","2911-1820","小型車計時每小時40元;小型車月租每月3000元;","0~24時","305489.7","2763062","54","0",""
"040039","永和區","香檳停車場","2","立體式建築附設停車空間","新北市永和區民權路49巷5弄27號B1","2945-5131","小型車月租每月4000元;","8~22時","302628.7","2765667","19","0",""
"030099","中和區","板信雙子星大樓停車場","2","立體式建築附設停車空間","中和區立德街119號B2","(02)32346463","小型車計時每小時50元;小型車月租每月6000元;","0~24時","299165.4","2766774","63","0",""
"020025","三重區","新北市果菜運銷股份有限公司停車場","2","立體式多目標附建停車場","三重區中正北路111號","2988-3830",";","0~14時","299132.5","2773015.5","73","0",""
"170028","林口區","吉祥大樓停車場","2","平面式臨時路外停車場","新北市林口區中山路97巷14號旁空地","0917750233","小型車計時每小時20元;小型車計次每次50元;小型車月租每月2000元;","0~24時","289228.8","2774511","24","0",""
"040014","永和區","中正2區停車場","2","平面式臨時路外停車場","永和區環河西路旁中正路至綠寶石河濱公園內高灘地","2788-8750","小型車計時每小時20元;小型車月租每月4000元;","0~24時","301928.5","2768064","764","325",""
"150021","五股區","長嶸停車場","2","平面式臨時路外停車場","新北市新城六路及芳洲七路口","82950555","大型車月租每月3000元;大型車月租每半年18000元;大型車月租每年36000元;小型車月租每月1500元;小型車月租每半年9000元;小型車月租每年18000元;","6~22時","295036","2775580","13","0",""
"030070","中和區","環球購物中心停車場","2","立體式建築附設停車空間","中和區中山路三段122號B1、B2、B3、5F、6F及RF","7731-7999#5100","小型車計時每小時100元;機車計時每小時30元;","0~24時","298012","2766529.5","1139","1171",""
"030100","中和區","名城停車場","2","立體式建築附設停車空間","中和區景安路1號B1、B2","2945-5131","小型車月租每月3500元;","0~24時","301302.7","2765806","29","0",""
"040033","永和區","新店溪綠寶石二區停車場","2","平面式臨時路外停車場","新北市永和區中正橋下綠寶石區高灘地","2788-8750","小型車計時每小時20元;小型車月租每月4000元;","0~24時","301446","2767937","198","0",""
"040040","永和區","鼎晟停車場(中正場)","2","立體式建築附設停車空間","新北市永和區中正路179號B1","2370-1115","","0~24時","302168.8","2765743","6","0",""
"160012","泰山區","新北市泰山區明志國民小學綜合大樓地下停車場","2","立體式多目標附建停車場","新北市泰山區新生路2號B2","29061133轉9","小型車月租每月500元;小型車月租每月1000元;機車免費免費;","0~24時","293075.8","2770798","24","32",""
"120010","瑞芳區","瑞芳國民小學停車場","2","立體式多目標附建停車場","瑞芳區中山路2號","24972058","小型車計時每小時20元;小型車月租每月2000元;","計時：周六13時至19時，周日9時至19時；月租：每日19時至翌日7時","331142.5","2777985","13","0",""
"010093","板橋區","東方富域停車場","2","立體式建築附設停車空間","板橋區縣民大道二段78號B7及B8","2964-5249","小型車計時每小時80元;小型車月租每月6000元;","0~24時","297019.5","2767491.5","184","0",""
"140025","蘆洲區","Times 蘆洲長樂路2停車場","2","平面式臨時路外停車場","新北市蘆洲區長樂路77號旁","0800888924","小型車計時每小時100元;小型車月租每月10,000元;","0~24時","296652.8","2775472","24","0",""
"050037","新莊區","五工路加油站停車場","2","平面式臨時路外停車場","新莊區五工路99-3號","2304-3180","小型車月租每月4000元;機車計次每次30元;機車月租每月500元;","0~22時","296038","2772994.5","40","40",""
"100033","淡水區","名統百貨停車場","2","立體式建築附設停車空間","新北市淡水區中山路8號B2~B4","2629-2888","小型車計時每小時60元;小型車計時每小時100元;","11~22時","294832.1","2784603","113","0",""
"010115","板橋區","永琦停車場","2","平面式都市計畫停車場","新北市板橋區北門街與文昌街口","89698923","小型車計時每小時20元;小型車月租每月4000元;","0~24時","296076.2","2767093","47","0",""
"050089","新莊區","興偉承停車場","2","立體式建築附設停車空間","新北市新莊區中山路3段500巷29號","2901-5858","小型車計時每小時30元;小型車月租每月3300元;","0~24時","291565.9","2769161","42","0",""
"140011","蘆洲區","新北市蘆洲區鷺江國民小學地下室一、二樓停車場","2","立體式多目標附建停車場","新北市蘆洲區民族路7號","2281-9980","小型車月租每月1000元;小型車月租每月1500元;小型車月租每月3000元;小型車學校教職工優惠月票每月1000元;小型車學校教職工優惠月票每月750元 ;","0~24時","298000","2775203.5","99","0",""
"010117","板橋區","Times板橋吳鳳路停車場","2","平面式臨時路外停車場","新北市板橋區吳鳳路92號旁空地","0800888924","小型車計時每小時80元;","0~24時","297136.4","2769359","11","0",""
"040030","永和區","永安停車場","2","立體式建築附設停車空間","新北市永和區成功路一段78號B3","0800-021111","","0~24時","303172","2766252","72","0",""
"050090","新莊區","思源停車場","2","平面式臨時路外停車場","新北市新莊區思源路593巷5弄2號對面空地","0921685885","小型車計時每小時30元;小型車月租每月2500元;","0~24時","297121.9","2772210","41","0",""
"050091","新莊區","Times新莊復興思源停車場","2","平面式臨時路外停車場","新北市新莊區復興路3段19號後方","0800888924","小型車月租每月5000元;","0~24時","296461.3","2770807","14","0",""
"060020","新店區","碧潭西岸停車場","1","平面式臨時路外停車場","新北市新店區溪州路31號旁空地","2212-8973","小型車計時每小時20元;小型車月租每月4000元;","0~24時","303839.5","2761581","86","0",""
"060008","新店區","碧潭渡船頭停車場","1","平面式臨時路外停車場","新北市新店區新店路67號旁空地","2917-8135","小型車月租每月4000元;小型車計時每小時20元;","0~24時","304207.5","2761536.5","79","0",""
"060006","新店區","碧潭東岸停車場","1","平面式臨時路外停車場","新北市新店區環河路29巷5號1樓旁空地","2913-6709","小型車月租每月4000元;小型車計時每小時20元;","0~24時","304171.5","2760975","86","0",""
"010122","板橋區","便利停車場新巨蛋站","2","立體式建築附設停車空間","新北市板橋區文化路一段360號B2","2799-1001","小型車計時每小時50元;小型車月租每月3500元;機車計次每次40元;機車月租每月300元;","0~24時","297305.7","2768480","54","100",""
